station_id,date,met_DEW,met_TMP,prcp_PRCP,date_local,hour_local,month_local
72502014734,2025-01-01 07:51:00+00:00,6.7,8.3,0.1,2025-01-01 02:51:00-05:00,2,1
72502014734,2025-01-01 08:51:00+00:00,6.7,8.9,0.1,2025-01-01 03:51:00-05:00,3,1
72502014734,2025-01-01 09:00:00+00:00,6.7,8.9,,2025-01-01 04:00:00-05:00,4,1
72502014734,2025-01-01 09:51:00+00:00,6.7,8.9,0.1,2025-01-01 04:51:00-05:00,4,1
72502014734,2025-01-01 10:19:00+00:00,6.7,8.9,,2025-01-01 05:19:00-05:00,5,1
72502014734,2025-01-01 10:51:00+00:00,6.1,8.3,0.1,2025-01-01 05:51:00-05:00,5,1
72502014734,2025-01-01 11:51:00+00:00,6.1,8.3,0.1,2025-01-01 06:51:00-05:00,6,1
72502014734,2025-01-01 12:00:00+00:00,6.1,8.3,2.4,2025-01-01 07:00:00-05:00,7,1
72502014734,2025-01-01 12:51:00+00:00,6.1,8.3,0.1,2025-01-01 07:51:00-05:00,7,1
72502014734,2025-01-01 13:05:00+00:00,6.1,8.3,,2025-01-01 08:05:00-05:00,8,1
72502014734,2025-01-01 13:51:00+00:00,6.1,8.9,0.1,2025-01-01 08:51:00-05:00,8,1
72502014734,2025-01-01 13:57:00+00:00,6.1,8.9,,2025-01-01 08:57:00-05:00,8,1
72502014734,2025-01-01 14:23:00+00:00,6.1,8.9,,2025-01-01 09:23:00-05:00,9,1
72502014734,2025-01-01 14:51:00+00:00,6.7,9.4,0.1,2025-01-01 09:51:00-05:00,9,1
72502014734,2025-01-01 15:00:00+00:00,6.7,9.4,,2025-01-01 10:00:00-05:00,10,1
72502014734,2025-01-01 15:49:00+00:00,6.0,11.0,,2025-01-01 10:49:00-05:00,10,1
72502014734,2025-01-01 15:51:00+00:00,5.6,10.6,0.1,2025-01-01 10:51:00-05:00,10,1
72502014734,2025-01-01 16:14:00+00:00,4.4,10.6,,2025-01-01 11:14:00-05:00,11,1
72502014734,2025-01-01 16:51:00+00:00,3.3,11.1,0.1,2025-01-01 11:51:00-05:00,11,1
72502014734,2025-01-01 17:51:00+00:00,1.7,9.4,0.1,2025-01-01 12:51:00-05:00,12,1
72502014734,2025-01-01 18:00:00+00:00,1.7,9.4,,2025-01-01 13:00:00-05:00,13,1
72502014734,2025-01-01 18:51:00+00:00,1.7,8.3,0.1,2025-01-01 13:51:00-05:00,13,1
72502014734,2025-01-01 19:51:00+00:00,0.6,8.3,0.1,2025-01-01 14:51:00-05:00,14,1
72502014734,2025-01-01 20:51:00+00:00,0.0,7.8,0.1,2025-01-01 15:51:00-05:00,15,1
72502014734,2025-01-01 21:00:00+00:00,0.0,7.8,0.3,2025-01-01 16:00:00-05:00,16,1
72502014734,2025-01-01 21:51:00+00:00,-1.1,6.7,0.1,2025-01-01 16:51:00-05:00,16,1
72502014734,2025-01-01 22:51:00+00:00,-1.7,6.7,0.1,2025-01-01 17:51:00-05:00,17,1
72502014734,2025-01-01 23:51:00+00:00,-1.7,6.1,0.1,2025-01-01 18:51:00-05:00,18,1
72502014734,2025-01-02 00:00:00+00:00,-1.7,6.1,0.6,2025-01-01 19:00:00-05:00,19,1
72502014734,2025-01-02 00:51:00+00:00,-2.8,6.7,0.1,2025-01-01 19:51:00-05:00,19,1
72502014734,2025-01-02 01:51:00+00:00,-6.1,5.6,0.1,2025-01-01 20:51:00-05:00,20,1
72502014734,2025-01-02 02:51:00+00:00,-5.6,5.6,0.1,2025-01-01 21:51:00-05:00,21,1
72502014734,2025-01-02 03:00:00+00:00,-5.6,5.6,,2025-01-01 22:00:00-05:00,22,1
72502014734,2025-01-02 03:51:00+00:00,-4.4,5.0,0.1,2025-01-01 22:51:00-05:00,22,1
72502014734,2025-01-02 04:51:00+00:00,-3.9,4.4,0.1,2025-01-01 23:51:00-05:00,23,1
72502014734,2025-01-02 04:59:00+00:00,,,2.4,2025-01-01 23:59:00-05:00,23,1
72502014734,2025-01-02 05:51:00+00:00,-4.4,3.9,0.1,2025-01-02 00:51:00-05:00,0,1
72502014734,2025-01-02 06:00:00+00:00,-4.4,3.9,,2025-01-02 01:00:00-05:00,1,1
72502014734,2025-01-02 06:51:00+00:00,-3.9,3.9,0.1,2025-01-02 01:51:00-05:00,1,1
72502014734,2025-01-02 07:51:00+00:00,-2.8,3.9,0.1,2025-01-02 02:51:00-05:00,2,1
72502014734,2025-01-02 08:51:00+00:00,-3.9,4.4,0.1,2025-01-02 03:51:00-05:00,3,1
72502014734,2025-01-02 09:00:00+00:00,-3.9,4.4,,2025-01-02 04:00:00-05:00,4,1
72502014734,2025-01-02 09:51:00+00:00,-5.6,3.9,0.1,2025-01-02 04:51:00-05:00,4,1
72502014734,2025-01-02 10:51:00+00:00,-5.6,3.3,0.1,2025-01-02 05:51:00-05:00,5,1
72502014734,2025-01-02 11:51:00+00:00,-6.1,2.8,0.1,2025-01-02 06:51:00-05:00,6,1
72502014734,2025-01-02 12:00:00+00:00,-6.1,2.8,,2025-01-02 07:00:00-05:00,7,1
72502014734,2025-01-02 12:51:00+00:00,-6.7,2.8,0.1,2025-01-02 07:51:00-05:00,7,1
72502014734,2025-01-02 13:51:00+00:00,-6.1,3.9,0.1,2025-01-02 08:51:00-05:00,8,1
72502014734,2025-01-02 14:51:00+00:00,-6.1,5.6,0.1,2025-01-02 09:51:00-05:00,9,1
72502014734,2025-01-02 15:00:00+00:00,-6.1,5.6,,2025-01-02 10:00:00-05:00,10,1
72502014734,2025-01-02 15:51:00+00:00,-6.7,6.1,0.1,2025-01-02 10:51:00-05:00,10,1
72502014734,2025-01-02 16:51:00+00:00,-7.2,6.7,0.1,2025-01-02 11:51:00-05:00,11,1
72502014734,2025-01-02 17:51:00+00:00,-7.8,6.1,0.1,2025-01-02 12:51:00-05:00,12,1
72502014734,2025-01-02 18:00:00+00:00,-7.8,6.1,,2025-01-02 13:00:00-05:00,13,1
72502014734,2025-01-02 18:51:00+00:00,-8.3,6.1,0.1,2025-01-02 13:51:00-05:00,13,1
72502014734,2025-01-02 19:51:00+00:00,-8.3,5.6,0.1,2025-01-02 14:51:00-05:00,14,1
72502014734,2025-01-02 20:51:00+00:00,-8.9,5.0,0.1,2025-01-02 15:51:00-05:00,15,1
72502014734,2025-01-02 21:00:00+00:00,-8.9,5.0,,2025-01-02 16:00:00-05:00,16,1
72502014734,2025-01-02 21:51:00+00:00,-8.9,3.9,0.1,2025-01-02 16:51:00-05:00,16,1
72502014734,2025-01-02 22:51:00+00:00,-8.9,3.3,0.1,2025-01-02 17:51:00-05:00,17,1
72502014734,2025-01-02 23:51:00+00:00,-8.3,2.8,0.1,2025-01-02 18:51:00-05:00,18,1
72502014734,2025-01-03 00:00:00+00:00,-8.3,2.8,,2025-01-02 19:00:00-05:00,19,1
72502014734,2025-01-03 00:51:00+00:00,-8.9,2.2,0.1,2025-01-02 19:51:00-05:00,19,1
72502014734,2025-01-03 01:51:00+00:00,-8.9,1.7,0.1,2025-01-02 20:51:00-05:00,20,1
72502014734,2025-01-03 02:51:00+00:00,-8.3,1.1,0.1,2025-01-02 21:51:00-05:00,21,1
72502014734,2025-01-03 03:00:00+00:00,-8.3,1.1,,2025-01-02 22:00:00-05:00,22,1
72502014734,2025-01-03 03:51:00+00:00,-8.9,1.1,0.1,2025-01-02 22:51:00-05:00,22,1
72502014734,2025-01-03 04:51:00+00:00,-8.9,1.1,0.1,2025-01-02 23:51:00-05:00,23,1
72502014734,2025-01-03 04:59:00+00:00,,,2.4,2025-01-02 23:59:00-05:00,23,1
72502014734,2025-01-03 05:51:00+00:00,-8.9,1.1,0.1,2025-01-03 00:51:00-05:00,0,1
72502014734,2025-01-03 06:00:00+00:00,-8.9,1.1,,2025-01-03 01:00:00-05:00,1,1
72502014734,2025-01-03 06:51:00+00:00,-9.4,0.6,0.1,2025-01-03 01:51:00-05:00,1,1
72502014734,2025-01-03 07:51:00+00:00,-8.9,1.1,0.1,2025-01-03 02:51:00-05:00,2,1
72502014734,2025-01-03 08:51:00+00:00,-8.9,1.1,0.1,2025-01-03 03:51:00-05:00,3,1
72502014734,2025-01-03 09:00:00+00:00,-8.9,1.1,,2025-01-03 04:00:00-05:00,4,1
72502014734,2025-01-03 09:51:00+00:00,-7.8,1.1,0.1,2025-01-03 04:51:00-05:00,4,1
72502014734,2025-01-03 10:51:00+00:00,-8.3,1.1,0.1,2025-01-03 05:51:00-05:00,5,1
72502014734,2025-01-03 11:51:00+00:00,-8.3,1.1,0.1,2025-01-03 06:51:00-05:00,6,1
72502014734,2025-01-03 12:00:00+00:00,-8.3,1.1,,2025-01-03 07:00:00-05:00,7,1
72502014734,2025-01-03 12:51:00+00:00,-8.3,0.6,0.1,2025-01-03 07:51:00-05:00,7,1
72502014734,2025-01-03 13:51:00+00:00,-8.3,1.7,0.1,2025-01-03 08:51:00-05:00,8,1
72502014734,2025-01-03 14:51:00+00:00,-8.9,3.3,0.1,2025-01-03 09:51:00-05:00,9,1
72502014734,2025-01-03 15:00:00+00:00,-8.9,3.3,,2025-01-03 10:00:00-05:00,10,1
72502014734,2025-01-03 15:51:00+00:00,-8.9,3.9,0.1,2025-01-03 10:51:00-05:00,10,1
72502014734,2025-01-03 16:51:00+00:00,-8.9,4.4,0.1,2025-01-03 11:51:00-05:00,11,1
72502014734,2025-01-03 17:51:00+00:00,-8.3,4.4,0.1,2025-01-03 12:51:00-05:00,12,1
72502014734,2025-01-03 18:00:00+00:00,-8.3,4.4,,2025-01-03 13:00:00-05:00,13,1
72502014734,2025-01-03 18:51:00+00:00,-8.3,3.9,0.1,2025-01-03 13:51:00-05:00,13,1
72502014734,2025-01-03 19:51:00+00:00,-8.9,3.9,0.1,2025-01-03 14:51:00-05:00,14,1
72502014734,2025-01-03 20:51:00+00:00,-8.9,3.3,0.1,2025-01-03 15:51:00-05:00,15,1
72502014734,2025-01-03 21:00:00+00:00,-8.9,3.3,,2025-01-03 16:00:00-05:00,16,1
72502014734,2025-01-03 21:51:00+00:00,-7.8,2.2,0.1,2025-01-03 16:51:00-05:00,16,1
72502014734,2025-01-03 22:51:00+00:00,-6.7,1.7,0.1,2025-01-03 17:51:00-05:00,17,1
72502014734,2025-01-03 23:51:00+00:00,-6.1,0.6,0.1,2025-01-03 18:51:00-05:00,18,1
72502014734,2025-01-04 00:00:00+00:00,-6.1,0.6,,2025-01-03 19:00:00-05:00,19,1
72502014734,2025-01-04 00:51:00+00:00,-6.1,0.0,0.1,2025-01-03 19:51:00-05:00,19,1
72502014734,2025-01-04 01:51:00+00:00,-6.1,0.0,0.1,2025-01-03 20:51:00-05:00,20,1
72502014734,2025-01-04 02:51:00+00:00,-6.7,0.0,0.1,2025-01-03 21:51:00-05:00,21,1
72502014734,2025-01-04 03:00:00+00:00,-6.7,0.0,,2025-01-03 22:00:00-05:00,22,1
72502014734,2025-01-04 03:51:00+00:00,-6.7,-0.6,0.1,2025-01-03 22:51:00-05:00,22,1
72502014734,2025-01-04 04:51:00+00:00,-8.9,-0.6,0.1,2025-01-03 23:51:00-05:00,23,1
72502014734,2025-01-04 04:59:00+00:00,,,2.4,2025-01-03 23:59:00-05:00,23,1
72502014734,2025-01-04 05:51:00+00:00,-10.0,-0.6,0.1,2025-01-04 00:51:00-05:00,0,1
72502014734,2025-01-04 06:00:00+00:00,-10.0,-0.6,,2025-01-04 01:00:00-05:00,1,1
72502014734,2025-01-04 06:51:00+00:00,-10.6,-0.6,0.1,2025-01-04 01:51:00-05:00,1,1
72502014734,2025-01-04 07:51:00+00:00,-10.0,-1.1,0.1,2025-01-04 02:51:00-05:00,2,1
72502014734,2025-01-04 08:51:00+00:00,-11.1,-0.6,0.1,2025-01-04 03:51:00-05:00,3,1
72502014734,2025-01-04 09:00:00+00:00,-11.1,-0.6,,2025-01-04 04:00:00-05:00,4,1
72502014734,2025-01-04 09:51:00+00:00,-12.2,-1.1,0.1,2025-01-04 04:51:00-05:00,4,1
72502014734,2025-01-04 10:51:00+00:00,-11.7,-1.1,0.1,2025-01-04 05:51:00-05:00,5,1
72502014734,2025-01-04 11:51:00+00:00,-12.8,-0.6,0.1,2025-01-04 06:51:00-05:00,6,1
72502014734,2025-01-04 12:00:00+00:00,-12.8,-0.6,,2025-01-04 07:00:00-05:00,7,1
72502014734,2025-01-04 12:51:00+00:00,-13.3,-0.6,0.1,2025-01-04 07:51:00-05:00,7,1
72502014734,2025-01-04 13:51:00+00:00,-13.3,0.0,0.1,2025-01-04 08:51:00-05:00,8,1
72502014734,2025-01-04 14:51:00+00:00,-12.8,1.7,0.1,2025-01-04 09:51:00-05:00,9,1
72502014734,2025-01-04 15:00:00+00:00,-12.8,1.7,,2025-01-04 10:00:00-05:00,10,1
72502014734,2025-01-04 15:51:00+00:00,-13.3,0.6,0.1,2025-01-04 10:51:00-05:00,10,1
72502014734,2025-01-04 16:51:00+00:00,-13.9,1.1,0.1,2025-01-04 11:51:00-05:00,11,1
72502014734,2025-01-04 17:51:00+00:00,-13.9,1.7,0.1,2025-01-04 12:51:00-05:00,12,1
72502014734,2025-01-04 18:00:00+00:00,-13.9,1.7,,2025-01-04 13:00:00-05:00,13,1
72502014734,2025-01-04 18:51:00+00:00,-14.4,1.1,0.1,2025-01-04 13:51:00-05:00,13,1
72502014734,2025-01-04 19:51:00+00:00,-14.4,0.6,0.1,2025-01-04 14:51:00-05:00,14,1
72502014734,2025-01-04 20:51:00+00:00,-14.4,0.6,0.1,2025-01-04 15:51:00-05:00,15,1
72502014734,2025-01-04 21:00:00+00:00,-14.4,0.6,,2025-01-04 16:00:00-05:00,16,1
72502014734,2025-01-04 21:51:00+00:00,-15.6,0.0,0.1,2025-01-04 16:51:00-05:00,16,1
72502014734,2025-01-04 22:51:00+00:00,-15.6,-0.6,0.1,2025-01-04 17:51:00-05:00,17,1
72502014734,2025-01-04 23:51:00+00:00,-14.4,-0.6,0.1,2025-01-04 18:51:00-05:00,18,1
72502014734,2025-01-05 00:00:00+00:00,-14.4,-0.6,,2025-01-04 19:00:00-05:00,19,1
72502014734,2025-01-05 00:39:00+00:00,-15.0,-1.1,,2025-01-04 19:39:00-05:00,19,1
72502014734,2025-01-05 00:51:00+00:00,-15.0,-1.1,0.1,2025-01-04 19:51:00-05:00,19,1
72502014734,2025-01-05 01:51:00+00:00,-15.0,-1.1,0.1,2025-01-04 20:51:00-05:00,20,1
72502014734,2025-01-05 02:51:00+00:00,-14.4,-1.7,0.1,2025-01-04 21:51:00-05:00,21,1
72502014734,2025-01-05 03:00:00+00:00,-14.4,-1.7,,2025-01-04 22:00:00-05:00,22,1
72502014734,2025-01-05 03:51:00+00:00,-13.9,-2.2,0.1,2025-01-04 22:51:00-05:00,22,1
72502014734,2025-01-05 04:51:00+00:00,-13.9,-1.7,0.1,2025-01-04 23:51:00-05:00,23,1
72502014734,2025-01-05 04:59:00+00:00,,,2.4,2025-01-04 23:59:00-05:00,23,1
72502014734,2025-01-05 05:51:00+00:00,-13.3,-1.7,0.1,2025-01-05 00:51:00-05:00,0,1
72502014734,2025-01-05 06:00:00+00:00,-13.3,-1.7,,2025-01-05 01:00:00-05:00,1,1
72502014734,2025-01-05 06:51:00+00:00,-12.8,-1.7,0.1,2025-01-05 01:51:00-05:00,1,1
72502014734,2025-01-05 07:51:00+00:00,-12.8,-1.7,0.1,2025-01-05 02:51:00-05:00,2,1
72502014734,2025-01-05 08:51:00+00:00,-12.2,-2.2,0.1,2025-01-05 03:51:00-05:00,3,1
72502014734,2025-01-05 09:00:00+00:00,-12.2,-2.2,,2025-01-05 04:00:00-05:00,4,1
72502014734,2025-01-05 09:51:00+00:00,-11.7,-2.2,0.1,2025-01-05 04:51:00-05:00,4,1
72502014734,2025-01-05 10:51:00+00:00,-11.7,-2.2,0.1,2025-01-05 05:51:00-05:00,5,1
72502014734,2025-01-05 11:51:00+00:00,-11.7,-2.2,0.1,2025-01-05 06:51:00-05:00,6,1
72502014734,2025-01-05 12:00:00+00:00,-11.7,-2.2,,2025-01-05 07:00:00-05:00,7,1
72502014734,2025-01-05 12:51:00+00:00,-12.2,-2.2,0.1,2025-01-05 07:51:00-05:00,7,1
72502014734,2025-01-05 13:51:00+00:00,-12.2,-1.1,0.1,2025-01-05 08:51:00-05:00,8,1
72502014734,2025-01-05 14:51:00+00:00,-11.7,-0.6,0.1,2025-01-05 09:51:00-05:00,9,1
72502014734,2025-01-05 15:00:00+00:00,-11.7,-0.6,,2025-01-05 10:00:00-05:00,10,1
72502014734,2025-01-05 15:51:00+00:00,-11.7,0.0,0.1,2025-01-05 10:51:00-05:00,10,1
72502014734,2025-01-05 16:51:00+00:00,-12.2,0.6,0.1,2025-01-05 11:51:00-05:00,11,1
72502014734,2025-01-05 17:51:00+00:00,-11.7,0.6,0.1,2025-01-05 12:51:00-05:00,12,1
72502014734,2025-01-05 18:00:00+00:00,-11.7,0.6,,2025-01-05 13:00:00-05:00,13,1
72502014734,2025-01-05 18:51:00+00:00,-12.2,1.7,0.1,2025-01-05 13:51:00-05:00,13,1
72502014734,2025-01-05 19:51:00+00:00,-12.2,1.7,0.1,2025-01-05 14:51:00-05:00,14,1
72502014734,2025-01-05 20:51:00+00:00,-12.2,1.1,0.1,2025-01-05 15:51:00-05:00,15,1
72502014734,2025-01-05 21:00:00+00:00,-12.2,1.1,,2025-01-05 16:00:00-05:00,16,1
72502014734,2025-01-05 21:51:00+00:00,-12.2,0.0,0.1,2025-01-05 16:51:00-05:00,16,1
72502014734,2025-01-05 22:51:00+00:00,-12.2,-0.6,0.1,2025-01-05 17:51:00-05:00,17,1
72502014734,2025-01-05 23:51:00+00:00,-11.7,-0.6,0.1,2025-01-05 18:51:00-05:00,18,1
72502014734,2025-01-06 00:00:00+00:00,-11.7,-0.6,,2025-01-05 19:00:00-05:00,19,1
72502014734,2025-01-06 00:51:00+00:00,-11.7,-0.6,0.1,2025-01-05 19:51:00-05:00,19,1
72502014734,2025-01-06 01:51:00+00:00,-11.1,-1.1,0.1,2025-01-05 20:51:00-05:00,20,1
72502014734,2025-01-06 02:51:00+00:00,-11.1,-1.1,0.1,2025-01-05 21:51:00-05:00,21,1
72502014734,2025-01-06 03:00:00+00:00,-11.1,-1.1,,2025-01-05 22:00:00-05:00,22,1
72502014734,2025-01-06 03:51:00+00:00,-11.1,-1.7,0.1,2025-01-05 22:51:00-05:00,22,1
72502014734,2025-01-06 04:51:00+00:00,-10.6,-2.2,0.1,2025-01-05 23:51:00-05:00,23,1
72502014734,2025-01-06 04:59:00+00:00,,,2.4,2025-01-05 23:59:00-05:00,23,1
72502014734,2025-01-06 05:51:00+00:00,-10.6,-2.2,0.1,2025-01-06 00:51:00-05:00,0,1
72502014734,2025-01-06 06:00:00+00:00,-10.6,-2.2,,2025-01-06 01:00:00-05:00,1,1
72502014734,2025-01-06 06:51:00+00:00,-10.6,-2.2,0.1,2025-01-06 01:51:00-05:00,1,1
72502014734,2025-01-06 07:51:00+00:00,-10.6,-2.2,0.1,2025-01-06 02:51:00-05:00,2,1
72502014734,2025-01-06 08:51:00+00:00,-10.0,-2.2,0.1,2025-01-06 03:51:00-05:00,3,1
72502014734,2025-01-06 09:00:00+00:00,-10.0,-2.2,,2025-01-06 04:00:00-05:00,4,1
72502014734,2025-01-06 09:51:00+00:00,-10.0,-1.7,0.1,2025-01-06 04:51:00-05:00,4,1
72502014734,2025-01-06 10:51:00+00:00,-10.0,-2.2,0.1,2025-01-06 05:51:00-05:00,5,1
72502014734,2025-01-06 11:51:00+00:00,-9.4,-2.2,0.1,2025-01-06 06:51:00-05:00,6,1
72502014734,2025-01-06 12:00:00+00:00,-9.4,-2.2,,2025-01-06 07:00:00-05:00,7,1
72502014734,2025-01-06 12:51:00+00:00,-9.4,-1.7,0.1,2025-01-06 07:51:00-05:00,7,1
72502014734,2025-01-06 13:51:00+00:00,-8.9,-1.1,0.1,2025-01-06 08:51:00-05:00,8,1
72502014734,2025-01-06 14:30:00+00:00,-8.9,-1.1,0.1,2025-01-06 09:30:00-05:00,9,1
72502014734,2025-01-06 14:51:00+00:00,-7.8,-1.1,0.1,2025-01-06 09:51:00-05:00,9,1
72502014734,2025-01-06 15:00:00+00:00,-7.8,-1.1,0.3,2025-01-06 10:00:00-05:00,10,1
72502014734,2025-01-06 15:01:00+00:00,-7.2,-1.7,0.1,2025-01-06 10:01:00-05:00,10,1
72502014734,2025-01-06 15:29:00+00:00,-5.6,-2.2,0.1,2025-01-06 10:29:00-05:00,10,1
72502014734,2025-01-06 15:48:00+00:00,-5.0,-2.0,0.1,2025-01-06 10:48:00-05:00,10,1
72502014734,2025-01-06 15:51:00+00:00,-5.0,-2.2,0.1,2025-01-06 10:51:00-05:00,10,1
72502014734,2025-01-06 16:09:00+00:00,-5.0,-2.2,0.1,2025-01-06 11:09:00-05:00,11,1
72502014734,2025-01-06 16:51:00+00:00,-5.0,-1.7,0.1,2025-01-06 11:51:00-05:00,11,1
72502014734,2025-01-06 17:51:00+00:00,-3.9,-1.7,0.1,2025-01-06 12:51:00-05:00,12,1
72502014734,2025-01-06 18:00:00+00:00,-3.9,-1.7,0.6,2025-01-06 13:00:00-05:00,13,1
72502014734,2025-01-06 18:49:00+00:00,-4.0,-1.0,,2025-01-06 13:49:00-05:00,13,1
72502014734,2025-01-06 18:51:00+00:00,-3.9,-1.1,0.1,2025-01-06 13:51:00-05:00,13,1
72502014734,2025-01-06 19:17:00+00:00,-4.4,-1.1,0.1,2025-01-06 14:17:00-05:00,14,1
72502014734,2025-01-06 19:51:00+00:00,-4.4,-0.6,0.1,2025-01-06 14:51:00-05:00,14,1
72502014734,2025-01-06 20:51:00+00:00,-4.4,-0.6,0.1,2025-01-06 15:51:00-05:00,15,1
72502014734,2025-01-06 21:00:00+00:00,-4.4,-0.6,0.3,2025-01-06 16:00:00-05:00,16,1
72502014734,2025-01-06 21:29:00+00:00,-5.0,-0.6,,2025-01-06 16:29:00-05:00,16,1
72502014734,2025-01-06 21:51:00+00:00,-5.6,-0.6,0.1,2025-01-06 16:51:00-05:00,16,1
72502014734,2025-01-06 22:36:00+00:00,-6.1,-0.6,0.1,2025-01-06 17:36:00-05:00,17,1
72502014734,2025-01-06 22:51:00+00:00,-6.1,-0.6,0.1,2025-01-06 17:51:00-05:00,17,1
72502014734,2025-01-06 23:51:00+00:00,-5.6,-0.6,0.1,2025-01-06 18:51:00-05:00,18,1
72502014734,2025-01-07 00:00:00+00:00,-5.6,-0.6,0.6,2025-01-06 19:00:00-05:00,19,1
72502014734,2025-01-07 00:51:00+00:00,-6.1,-1.1,0.1,2025-01-06 19:51:00-05:00,19,1
72502014734,2025-01-07 01:16:00+00:00,-6.7,-1.7,0.1,2025-01-06 20:16:00-05:00,20,1
72502014734,2025-01-07 01:51:00+00:00,-8.3,-2.2,0.1,2025-01-06 20:51:00-05:00,20,1
72502014734,2025-01-07 02:10:00+00:00,-8.3,-2.8,0.1,2025-01-06 21:10:00-05:00,21,1
72502014734,2025-01-07 02:51:00+00:00,-8.9,-2.8,0.1,2025-01-06 21:51:00-05:00,21,1
72502014734,2025-01-07 03:00:00+00:00,-8.9,-2.8,0.3,2025-01-06 22:00:00-05:00,22,1
72502014734,2025-01-07 03:51:00+00:00,-11.7,-3.3,0.1,2025-01-06 22:51:00-05:00,22,1
72502014734,2025-01-07 04:51:00+00:00,-12.8,-5.0,0.1,2025-01-06 23:51:00-05:00,23,1
72502014734,2025-01-07 04:59:00+00:00,,,2.4,2025-01-06 23:59:00-05:00,23,1
72502014734,2025-01-07 05:51:00+00:00,-14.4,-6.7,0.1,2025-01-07 00:51:00-05:00,0,1
72502014734,2025-01-07 06:00:00+00:00,-14.4,-6.7,0.6,2025-01-07 01:00:00-05:00,1,1
72502014734,2025-01-07 06:51:00+00:00,-14.4,-6.7,0.1,2025-01-07 01:51:00-05:00,1,1
72502014734,2025-01-07 07:51:00+00:00,-13.9,-6.7,0.1,2025-01-07 02:51:00-05:00,2,1
72502014734,2025-01-07 08:51:00+00:00,-13.9,-6.1,0.1,2025-01-07 03:51:00-05:00,3,1
72502014734,2025-01-07 09:00:00+00:00,-13.9,-6.1,,2025-01-07 04:00:00-05:00,4,1
72502014734,2025-01-07 09:51:00+00:00,-13.9,-5.6,0.1,2025-01-07 04:51:00-05:00,4,1
72502014734,2025-01-07 10:51:00+00:00,-13.3,-5.0,0.1,2025-01-07 05:51:00-05:00,5,1
72502014734,2025-01-07 11:51:00+00:00,-13.9,-5.0,0.1,2025-01-07 06:51:00-05:00,6,1
72502014734,2025-01-07 12:00:00+00:00,-13.9,-5.0,2.4,2025-01-07 07:00:00-05:00,7,1
72502014734,2025-01-07 12:51:00+00:00,-12.8,-4.4,0.1,2025-01-07 07:51:00-05:00,7,1
72502014734,2025-01-07 13:51:00+00:00,-13.9,-4.4,0.1,2025-01-07 08:51:00-05:00,8,1
72502014734,2025-01-07 14:51:00+00:00,-13.3,-3.3,0.1,2025-01-07 09:51:00-05:00,9,1
72502014734,2025-01-07 15:00:00+00:00,-13.3,-3.3,,2025-01-07 10:00:00-05:00,10,1
72502014734,2025-01-07 15:51:00+00:00,-12.2,-2.2,0.1,2025-01-07 10:51:00-05:00,10,1
72502014734,2025-01-07 16:51:00+00:00,-11.7,-1.1,0.1,2025-01-07 11:51:00-05:00,11,1
72502014734,2025-01-07 17:51:00+00:00,-11.1,0.0,0.1,2025-01-07 12:51:00-05:00,12,1
72502014734,2025-01-07 18:00:00+00:00,-11.1,0.0,,2025-01-07 13:00:00-05:00,13,1
72502014734,2025-01-07 18:51:00+00:00,-10.6,1.1,0.1,2025-01-07 13:51:00-05:00,13,1
